feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
g__OTU_dlu_i3z	Disease2	IBS-C	-2.38500397762015	0.917976337478339	76	72	0.0114202604593792	0.26777130882875
g__OTU_dlu_i3z	Disease2	UC	1.26955381038766	0.492116788438863	76	72	0.0119875064228945	0.26777130882875
g__OTU_cgg_3uv	Archaea_final	yes	0.89735971240237	0.350594049226791	76	16	0.0126434691869128	0.272983993808344
g__OTU_8pf_2or	Archaea_final	yes	1.35714501021507	0.534597462589228	76	12	0.0133550688531907	0.281940342456248
g__OTU_7lh_yvd	Disease2	UC	1.89353871066776	0.76377302356651	76	40	0.0155794365036379	0.321749232140347
g__OTU_7xx_6nk	Disease2	UC	1.34081761187607	0.545228668880394	76	12	0.0163998752120722	0.331486839392948
g__OTU_klc_hti	Sample_classification	biofilm positive	-0.561891750667937	0.230041242943944	76	8	0.0171104573511754	0.338644468408679
g__OTU_47l_syc	Disease2	UC	-1.46149735568706	0.602084653369564	76	63	0.017783435401611	0.343077764865437
g__OTU_bie_9ox	Disease2	UC	-2.21191798389208	0.916456972374558	76	26	0.018417858955934	0.343077764865437
g__OTU_mst_wi2	Disease2	UC	1.40507340753433	0.58139506995305	76	17	0.0182706240107443	0.343077764865437
g__OTU_5pb_7dy	Archaea_final	yes	1.93882687574003	0.806397315105114	76	65	0.0188528602088711	0.344427253815914
g__OTU_147_hu9	Disease2	IBS-C	3.54973897483677	1.51574921917205	76	44	0.0220363080897536	0.355215573890746
g__OTU_4hu_3g5	Disease2	UC	1.56149130711513	0.669321951006475	76	39	0.0225305687441584	0.355215573890746
g__OTU_7vl_66b	Archaea_final	yes	-0.90301306443933	0.382712886063911	76	10	0.0210932203334378	0.355215573890746
g__OTU_82p_r33	Disease2	UC	2.21730064203567	0.947229010527261	76	68	0.0220951247511012	0.355215573890746
g__OTU_9l6_viz	Disease2	IBS-C	-3.78933899762971	1.62198371226603	76	50	0.0223477955759715	0.355215573890746
g__OTU_9r5_x6p	Archaea_final	yes	0.796638891925624	0.34123025699365	76	12	0.0224380837381116	0.355215573890746
g__OTU_b09_jj8	Archaea_final	yes	2.04345746480443	0.875641553710613	76	34	0.0224902691780504	0.355215573890746
g__OTU_qjl_t4r	Sample_classification	biofilm positive	0.623217054771178	0.265244806795996	76	13	0.0216198651788575	0.355215573890746
g__OTU_sj2_yh2	Archaea_final	yes	0.864065207048789	0.371164858044209	76	11	0.02280857895509	0.355215573890746
g__OTU_gai_fsy	Disease2	IBS-C	3.68674792828617	1.60098408296106	76	48	0.0242666420772797	0.371827580216382
g__OTU_3rf_dcf	Disease2	IBS-C	2.3730442084051	1.04453671424722	76	19	0.0261706195080972	0.387051420901745
g__OTU_7er_wmy	Disease2	IBS-C	1.35955947311005	0.604076600971002	76	15	0.0275517914025313	0.387051420901745
g__OTU_8li_862	Archaea_final	yes	0.676992862228441	0.299901240821355	76	12	0.0271059970785229	0.387051420901745
g__OTU_9n0_ar3	Disease2	IBS-C	3.55938927007677	1.58311251909457	76	42	0.0277047332855986	0.387051420901745
g__OTU_j4j_kfv	Archaea_final	yes	1.38293730410683	0.61358028411945	76	17	0.0273368074932502	0.387051420901745
g__OTU_jyd_ob7	Disease2	UC	0.538074835242642	0.236286432115007	76	8	0.0258321403899912	0.387051420901745
g__OTU_5dc_i49	Disease2	UC	0.89314939110835	0.400023266647389	76	8	0.0287660912298869	0.396054879252066
g__OTU_2b0_mhp	Disease2	IBS	-0.673621185622127	0.303987221689802	76	76	0.0299479002988954	0.399056131516398
g__OTU_8li_862	Disease2	UC	0.892419757773149	0.40374473051205	76	12	0.0303511154416294	0.399056131516398
g__OTU_hxt_g1v	Archaea_final	yes	-1.25606405612985	0.566946348983977	76	67	0.0299810217634051	0.399056131516398
g__OTU_mn8_t5t	Disease2	IBS	-1.26690367068737	0.574284806849894	76	64	0.0306643132638917	0.399056131516398
g__OTU_9dc_cz6	Disease2	IBS-C	-3.33666719997213	1.51974599218825	76	65	0.0314416108266321	0.403642301152709
g__OTU_3rf_dcf	Disease2	UC	1.22143502907941	0.559964382779042	76	19	0.0325243896932563	0.411975602781247
g__OTU_9l6_viz	Sample_classification	biofilm positive	-1.38423415330968	0.63695125460563	76	50	0.0331498330157315	0.414372912696643
g__OTU_pa7_ht8	Disease2	IBS-C	2.18621007224983	1.00997621723673	76	35	0.0338294639735572	0.417376503569862
g__OTU_6kx_a1p	Archaea_final	yes	0.725940202242668	0.338061257489696	76	17	0.0352291629930926	0.420467240039665
g__OTU_7nd_fo4	Archaea_final	yes	1.55389029719955	0.728136281337349	76	27	0.0363422088761497	0.420467240039665
g__OTU_gai_fsy	Disease2	IBS	1.55666531172974	0.730933824353323	76	48	0.036714721903796	0.420467240039665
g__OTU_l3v_8mp	Disease2	IBS	-1.6851766122909	0.787513291025784	76	58	0.0358525652621668	0.420467240039665
g__OTU_ncd_y44	Archaea_final	yes	0.754102848262499	0.354130249080932	76	27	0.0367355588666234	0.420467240039665
g__OTU_qjl_t4r	Archaea_final	yes	0.57300089862107	0.268964691215985	76	13	0.036654796072369	0.420467240039665
g__OTU_6kx_a1p	Disease2	UC	0.963724426183842	0.455117994603585	76	17	0.0377691480060933	0.424940048179065
g__OTU_8pf_2or	Disease2	IBS	1.29613830339585	0.612928546312207	76	12	0.0380209516791795	0.424940048179065
g__OTU_15c_vgr	Disease2	IBS	0.503065165486167	0.238844484851343	76	8	0.0387701564431665	0.426751076587131
g__OTU_8x0_j94	Archaea_final	yes	-0.573229170602392	0.272604162208024	76	76	0.0390814143821899	0.426751076587131
g__OTU_g8f_fqs	Archaea_final	yes	1.70621748389623	0.814622884403134	76	18	0.0398379461386273	0.430068736723818
g__OTU_sj9_cdm	Sample_classification	biofilm positive	-1.48851929600679	0.712797080070541	76	53	0.0404119606885403	0.431363625327115
g__OTU_b09_jj8	Disease2	IBS-C	-4.57359452582797	2.19896477712683	76	34	0.0411994232459184	0.434882800929139
g__OTU_fsy_s1o	Disease2	IBS	0.882370463483464	0.425706881717203	76	20	0.0418822585751464	0.437232369740539
g__OTU_69x_367	Disease2	UC	1.0163360484723	0.493756175377782	76	23	0.0432781205884162	0.437385261265908
g__OTU_6ej_r5n	Disease2	IBS	0.528051967458723	0.256464609656726	76	11	0.0432199311447827	0.437385261265908
g__OTU_gr5_393	Disease2	UC	0.889227278568036	0.430223427170177	76	20	0.0424441226002131	0.437385261265908
g__OTU_3hx_aml	Archaea_final	yes	-0.576077847394156	0.281413942193665	76	15	0.0444053043844981	0.439427491304929
g__OTU_bvn_7tv	Disease2	IBS-C	-2.4647737767163	1.20279324870629	76	72	0.0441913214354603	0.439427491304929
g__OTU_l3v_8mp	Disease2	IBS-C	3.48614801496729	1.72491161586074	76	58	0.0470996562019396	0.461285292699408
g__OTU_klc_hti	Disease2	IBS	0.539126708918638	0.267446576047129	76	8	0.0476576908017098	0.461987818996166
g__OTU_jvv_aco	Disease2	IBS-C	0.718726779725604	0.357978286461652	76	10	0.0485322842432321	0.465713838697682
g__OTU_75g_dn7	Archaea_final	yes	0.882931029460703	0.441570138712375	76	14	0.0494340314560178	0.46962329883217
g__OTU_47l_syc	Archaea_final	yes	-0.885546628984729	0.447227966036918	76	63	0.0516268402507	0.481127275996663
g__OTU_4yr_btu	Archaea_final	yes	1.3188773864726	0.666164052606694	76	42	0.0516578759491154	0.481127275996663
g__OTU_171_m9u	Archaea_final	yes	-0.686475610479129	0.347719412511625	76	13	0.0523032183468773	0.482408324558577
g__OTU_smr_5tq	Disease2	UC	0.957131692677976	0.487931622930957	76	17	0.0537857381547092	0.491312031220901
g__OTU_4yr_btu	Sample_classification	biofilm positive	-1.28464370052382	0.656950749294481	76	42	0.0545210557246064	0.491451865218305
g__OTU_edz_ix0	Disease2	UC	0.99351060356181	0.508747485785857	76	26	0.0548356818033057	0.491451865218305
g__OTU_2b8_f91	Disease2	UC	0.823239258152783	0.425584117426957	76	10	0.0571096488755592	0.493767127023796
g__OTU_9l6_viz	Archaea_final	yes	1.2537226596501	0.645884078124103	76	50	0.0562736315047021	0.493767127023796
g__OTU_cns_p1y	Sample_classification	biofilm positive	-1.32374287864114	0.682725444129179	76	72	0.056544406869832	0.493767127023796
g__OTU_j82_mq3	Sample_classification	biofilm positive	-0.940901125806968	0.486538236017324	76	71	0.05717303576065	0.493767127023796
g__OTU_47l_syc	Disease2	IBS	-0.985156444380417	0.512757366571715	76	63	0.0587674765815945	0.502964889662295
g__OTU_2b8_f91	Disease2	IBS-C	1.51644091558354	0.793868769736319	76	10	0.0602059246543533	0.510675253764604
g__OTU_3k9_a18	Disease2	UC	1.49130636064905	0.791551208243061	76	68	0.0637141817969771	0.526334545279376
g__OTU_4c7_3lf	Disease2	IBS	1.4341932168547	0.759974791787059	76	12	0.0632857210716607	0.526334545279376
g__OTU_jvv_aco	Archaea_final	yes	-0.269694092443847	0.142549196882322	76	10	0.0626361014272988	0.526334545279376
g__OTU_gb5_l4s	Archaea_final	yes	0.5384708125488	0.288111733093959	76	9	0.0658116279361421	0.534367919139615
g__OTU_pa7_ht8	Disease2	UC	1.01264100228309	0.541436889093998	76	35	0.0656256615454856	0.534367919139615
g__OTU_pwm_uzw	Disease2	UC	1.47324862727594	0.791362888905699	76	36	0.0668494658482884	0.538194852168424
g__OTU_8li_862	Disease2	IBS-C	1.39551288039524	0.753130390384304	76	12	0.0681048432219816	0.543227731668438
g__OTU_hzj_d4f	Archaea_final	yes	-0.622559575600978	0.336623013333819	76	15	0.0686182397896974	0.543227731668438
g__OTU_4de_dyo	Disease2	UC	1.10694005136554	0.601163048350076	76	66	0.0698102633991847	0.544876675128288
g__OTU_8kv_lo2	Archaea_final	yes	1.7406792703967	0.9459029495415	76	66	0.0699736361743696	0.544876675128288
g__OTU_klc_hti	Disease2	UC	0.574594205137028	0.314038353287492	76	8	0.0715539815112602	0.552652702729245
g__OTU_147_hu9	Disease2	UC	1.46969474430255	0.812576106119146	76	44	0.0747944482186815	0.554842805986143
g__OTU_6t6_g6b	Disease2	UC	2.18414487451501	1.20991025000755	76	53	0.0753418126023288	0.554842805986143
g__OTU_7o2_uuz	Disease2	IBS	-0.867236246068145	0.4774226340474	76	17	0.073575746106517	0.554842805986143
g__OTU_c68_5vk	Disease2	UC	0.706538745110168	0.391329171489701	76	11	0.0752988009123534	0.554842805986143
g__OTU_ccp_sse	Disease2	IBS-C	1.19253224909536	0.658199723723922	76	15	0.0743050612251463	0.554842805986143
g__OTU_cjy_1f3	Disease2	UC	1.09362285053717	0.603059720241579	76	15	0.0740479498158409	0.554842805986143
g__OTU_12j_tx3	Sample_classification	biofilm positive	-0.627426782025607	0.367325775185726	76	11	0.0920504010136134	0.564930773313124
g__OTU_15c_vgr	Archaea_final	yes	0.361991628257971	0.208320621258714	76	8	0.0866674938223343	0.564930773313124
g__OTU_171_m9u	Sample_classification	biofilm positive	0.598404009529845	0.342910320212997	76	13	0.08536040076484	0.564930773313124
g__OTU_1gu_aka	Archaea_final	yes	0.55934046994557	0.32076384610821	76	11	0.0855881941161449	0.564930773313124
g__OTU_2gc_6d1	Archaea_final	yes	1.42407230509275	0.834040810640636	76	38	0.0921729156458255	0.564930773313124
g__OTU_2xj_7om	Sample_classification	biofilm positive	-0.697325646118078	0.395576772046318	76	76	0.0822977763205016	0.564930773313124
g__OTU_33s_05v	Disease2	UC	1.43199009042619	0.830419743148094	76	45	0.0890461062577427	0.564930773313124
g__OTU_3hx_aml	Sample_classification	biofilm positive	0.481933567667233	0.277521879877228	76	15	0.0868638976513873	0.564930773313124
g__OTU_4tu_e1b	Disease2	IBS-C	-2.78244869533962	1.62476962832183	76	16	0.0912278280716913	0.564930773313124
g__OTU_4yr_btu	Disease2	IBS-C	-2.86327574227915	1.67291202805835	76	42	0.0914070555790537	0.564930773313124
g__OTU_5fi_h78	Disease2	IBS	0.331016401773821	0.190124419342317	76	8	0.0860681282858056	0.564930773313124
g__OTU_5fi_h78	Disease2	UC	0.390546657672065	0.223245929906691	76	8	0.0846046034707479	0.564930773313124
g__OTU_6t6_g6b	Archaea_final	yes	1.56997516978002	0.898720299827943	76	53	0.0850406825499279	0.564930773313124
g__OTU_6t8_n39	Disease2	IBS-C	-2.14247498999747	1.22579888932071	76	73	0.0848802561860709	0.564930773313124
g__OTU_7er_wmy	Sample_classification	biofilm positive	0.423619173559869	0.237220229744993	76	15	0.0784688414339768	0.564930773313124
g__OTU_8kx_41x	Archaea_final	yes	-0.922368306563444	0.53647989314129	76	75	0.0899796356681045	0.564930773313124
g__OTU_b09_jj8	Disease2	UC	-2.0933813452543	1.17884028141997	76	34	0.0801125422606363	0.564930773313124
g__OTU_b3m_ugv	Disease2	IBS	-1.85730793338701	1.05317887084137	76	56	0.0821756685521328	0.564930773313124
g__OTU_bvn_7tv	Archaea_final	yes	0.84018543637807	0.47895980874507	76	72	0.0837748886040677	0.564930773313124
g__OTU_cjy_1f3	Sample_classification	biofilm positive	0.778025846226891	0.441756894218581	76	15	0.0825701852102026	0.564930773313124
g__OTU_eni_h32	Disease2	UC	0.675650570002095	0.389820360261994	76	8	0.087456963718032	0.564930773313124
g__OTU_gek_29n	Disease2	IBS-C	-3.42722244018839	1.98767319075964	76	42	0.089078571806776	0.564930773313124
g__OTU_k39_6zl	Disease2	UC	0.917937096200246	0.531411204570237	76	12	0.0885136400027494	0.564930773313124
g__OTU_mn8_t5t	Archaea_final	yes	-0.889508052582172	0.500892318350459	76	64	0.0801042913581107	0.564930773313124
g__OTU_p3w_2j5	Disease2	UC	0.714484472341352	0.417224458269222	76	10	0.0912368379169582	0.564930773313124
g__OTU_q85_krf	Archaea_final	yes	-0.961166385970265	0.554098800782823	76	45	0.0872046435147586	0.564930773313124
g__OTU_534_hgg	Disease2	UC	1.1614647686228	0.684981889188902	76	17	0.0944029183913527	0.571227850138759
g__OTU_rbe_ww5	Sample_classification	biofilm positive	0.804613841139005	0.474163973516618	76	26	0.0941562114948232	0.571227850138759
g__OTU_6xb_5lw	Disease2	IBS-C	-2.58403831665491	1.53017727068741	76	63	0.0957237591789091	0.575554248227618
g__OTU_49a_0th	Disease2	UC	0.503013971324981	0.299649009517583	76	14	0.0976741026192979	0.583587405587
g__OTU_cns_p1y	Archaea_final	yes	1.15977053449271	0.69230022062876	76	72	0.098348719144948	0.583945519923129
g__OTU_mxa_u54	Disease2	IBS	1.13386449836655	0.68093355660921	76	13	0.100350409858119	0.59212974761002
g__OTU_m96_7wk	Archaea_final	yes	-0.233862445959665	0.140712318799107	76	9	0.100987073019776	0.592208144251771
g__OTU_8li_862	Disease2	IBS	0.567307159925417	0.34384381602481	76	12	0.103444416457926	0.599221162140601
g__OTU_c68_5vk	Sample_classification	biofilm positive	0.472957572211951	0.286658772940713	76	11	0.103444495359009	0.599221162140601
g__OTU_8x0_j94	Disease2	UC	0.603313710703171	0.366995794034422	76	76	0.104675921320649	0.602679546997679
g__OTU_12j_tx3	Disease2	IBS-C	1.52933567628877	0.935387786959665	76	11	0.106543718638529	0.606882864216778
g__OTU_9dc_cz6	Disease2	UC	1.33150277930877	0.814718731174445	76	65	0.106683619288634	0.606882864216778
g__OTU_4c7_3lf	Archaea_final	yes	1.08069461511489	0.662851482061975	76	12	0.107514714975062	0.607970114442317
g__OTU_5pi_2qx	Disease2	IBS	-1.27632200668872	0.785049682684316	76	58	0.108489512726256	0.609852290473036
g__OTU_4ir_ttn	Sample_classification	biofilm positive	-0.684462501585094	0.424891411154005	76	9	0.111699411088805	0.611350167664407
g__OTU_5pb_7dy	Disease2	UC	-1.74694283260883	1.0856196052443	76	65	0.112080968382727	0.611350167664407
g__OTU_6t6_g6b	Disease2	IBS	1.66067616034489	1.03040393092564	76	53	0.111532834488891	0.611350167664407
g__OTU_a5i_svx	Archaea_final	yes	-0.762264692888448	0.470927752995556	76	72	0.110021077281865	0.611350167664407
g__OTU_fcf_8nc	Sample_classification	biofilm positive	-1.34485138936385	0.83701527487898	76	29	0.112617136148707	0.611350167664407
g__OTU_gzb_mis	Archaea_final	yes	0.790377190591419	0.491664407367586	76	47	0.112434470904961	0.611350167664407
g__OTU_53w_9iz	Archaea_final	yes	0.596598210993642	0.372839429325021	76	15	0.114069786564988	0.6122389674392
g__OTU_m96_7wk	Disease2	IBS-C	0.565484860743026	0.35336540555422	76	9	0.114039643449304	0.6122389674392
g__OTU_bvn_7tv	Disease2	UC	1.02295447781366	0.644803930714886	76	72	0.117142758811141	0.61985435140303
g__OTU_cns_p1y	Disease2	IBS-C	-2.75580977520117	1.73854677625645	76	72	0.117446087634258	0.61985435140303
g__OTU_go0_1n6	Sample_classification	biofilm positive	-1.16122583718858	0.731445123729263	76	38	0.116889030821355	0.61985435140303
g__OTU_4ky_rdr	Archaea_final	yes	0.786876133335452	0.49883878303887	76	12	0.119208725053715	0.621946098043322
g__OTU_7xf_67e	Disease2	IBS	0.633873322977631	0.401268274212608	76	13	0.118689902373479	0.621946098043322
g__OTU_luw_wc0	Archaea_final	yes	-1.6978426692605	1.07811655804138	76	64	0.11980645888624	0.621946098043322
g__OTU_j2i_6v4	Disease2	UC	1.63515761671145	1.04323362620902	76	24	0.121532501449453	0.627477589005328
g__OTU_fjz_94m	Archaea_final	yes	1.28766865286056	0.82360520891637	76	53	0.122455837169554	0.628827271951761
g__OTU_6xb_5lw	Archaea_final	yes	-0.944834993976899	0.60932617779721	76	63	0.125501831312077	0.637576148376864
g__OTU_pn9_xxt	Disease2	UC	0.963807983450673	0.620995942652351	76	26	0.125163422365933	0.637576148376864
g__OTU_2zk_0a2	Archaea_final	yes	0.727407111543383	0.473145488547893	76	18	0.128707082102563	0.646940359774786
g__OTU_53w_9iz	Disease2	UC	0.772940091479041	0.501938419810559	76	15	0.128090827718401	0.646940359774786
g__OTU_m3t_7yb	Sample_classification	biofilm positive	-0.904080128175104	0.589742615819467	76	25	0.129781310830925	0.648906554154626
g__OTU_dkd_0as	Disease2	UC	1.22509705766062	0.801287872754785	76	34	0.130793313917603	0.650542660846716
g__OTU_sj9_cdm	Disease2	IBS-C	-2.75517934674452	1.81512359959324	76	53	0.133542810351735	0.660758697052854
g__OTU_72z_98c	Disease2	IBS	-1.06741941143453	0.709556949122508	76	52	0.136991047397977	0.674308264394188
g__OTU_gzb_mis	Disease2	IBS	-0.846333463789514	0.563704790183079	76	47	0.137755657323698	0.674576672461406
g__OTU_4tu_e1b	Disease2	UC	-1.29633044437275	0.871020721121381	76	16	0.141166117580671	0.684223529089985
g__OTU_69p_qym	Disease2	UC	0.795204352980962	0.5337788473557	76	24	0.14077852972811	0.684223529089985
g__OTU_b09_jj8	Disease2	IBS	-1.48289017764564	1.00394360647911	76	34	0.14414321060697	0.69510685318082
g__OTU_2gc_6d1	Disease2	IBS-C	-3.04617357805159	2.09449443954916	76	38	0.150312675840652	0.720410680114563
g__OTU_k92_198	Disease2	UC	1.43179479146633	0.985932495378436	76	38	0.150907079308209	0.720410680114563
g__OTU_171_m9u	Disease2	IBS	-0.573894935967069	0.398668472916129	76	13	0.154457760966124	0.728400929981617
g__OTU_6mh_jhi	Disease2	UC	1.16713644566779	0.812394208505036	76	40	0.155268443889765	0.728400929981617
g__OTU_94q_x95	Sample_classification	biofilm positive	0.357808467025281	0.249588184443689	76	13	0.156139543494592	0.728400929981617
g__OTU_9r5_x6p	Disease2	IBS-C	1.22764685151218	0.856918350710152	76	12	0.156414515490789	0.728400929981617
g__OTU_mst_wi2	Disease2	IBS	0.709416447956008	0.495137358739351	76	17	0.156375457621705	0.728400929981617
g__OTU_r6w_x3u	Sample_classification	biofilm positive	-0.485437103340097	0.340709252762046	76	19	0.158662987718387	0.735267504060817
g__OTU_2o2_6yo	Sample_classification	biofilm positive	-1.27529579985966	0.89878308887953	76	31	0.160361543267618	0.738840349875107
g__OTU_7ic_4dv	Sample_classification	biofilm positive	-0.378016093375497	0.266818045163826	76	11	0.160989423604365	0.738840349875107
g__OTU_9n0_ar3	Disease2	UC	1.19911604517146	0.848688813454912	76	42	0.162114961875774	0.74042891241339
g__OTU_1da_5ga	Archaea_final	yes	0.790353949275855	0.567719757096544	76	74	0.168282660677863	0.762134400999699
g__OTU_r4i_7g9	Disease2	IBS	-1.07500358700058	0.772534621048641	76	21	0.168471814957828	0.762134400999699
g__OTU_12j_tx3	Disease2	UC	0.69638045855102	0.501450870648818	76	11	0.169317495015654	0.762329953861949
g__OTU_d01_dzt	Disease2	IBS-C	1.50086475806948	1.08535419728134	76	76	0.171111243364794	0.766772081115824
g__OTU_2xj_7om	Archaea_final	yes	-0.551307111735278	0.401124476783762	76	76	0.173700624851263	0.771929930191337
g__OTU_edz_ix0	Sample_classification	biofilm positive	-0.511974983259666	0.372670735117647	76	26	0.173887373748364	0.771929930191337
g__OTU_mst_wi2	Disease2	IBS-C	1.48493852077729	1.08451272031693	76	17	0.175307185530965	0.774613145369382
g__OTU_19n_89a	Archaea_final	yes	1.10895436125695	0.811895302191007	76	41	0.176348120990331	0.77560516176303
g__OTU_12j_tx3	Archaea_final	yes	0.483047432341979	0.372477278224294	76	11	0.198941077527015	0.78268272817555
g__OTU_19n_89a	Disease2	IBS-C	-2.57556024852258	2.03888128043635	76	41	0.210700643485793	0.78268272817555
g__OTU_1en_ate	Archaea_final	yes	-1.06170459934579	0.81663252498129	76	27	0.197831049870539	0.78268272817555
g__OTU_1mh_382	Disease2	UC	-0.53666720156806	0.414895315850324	76	8	0.200090258765017	0.78268272817555
g__OTU_2b0_mhp	Sample_classification	biofilm positive	0.328809858530728	0.261471279050047	76	76	0.212738428457374	0.78268272817555
g__OTU_2b0_mhp	Disease2	IBS-C	-0.851996831522214	0.665831416105972	76	76	0.204911383902349	0.78268272817555
g__OTU_2zk_0a2	Disease2	IBS-C	1.53510329026023	1.18819197120598	76	18	0.200618246345308	0.78268272817555
g__OTU_30c_wq6	Disease2	IBS	0.850668437168272	0.674091003081607	76	69	0.211155799333369	0.78268272817555
g__OTU_33s_05v	Disease2	IBS-C	1.91500913552978	1.54903407543369	76	45	0.220494075657178	0.78268272817555
g__OTU_3rf_dcf	Archaea_final	yes	-0.511153005432202	0.415941065034376	76	19	0.223221862624752	0.78268272817555
g__OTU_4c7_3lf	Disease2	UC	1.15327505548631	0.892369742324749	76	12	0.200477821489835	0.78268272817555
g__OTU_4ir_ttn	Disease2	UC	-0.751613376048218	0.580035985622443	76	9	0.199299316574458	0.78268272817555
g__OTU_534_hgg	Archaea_final	yes	0.654415745780303	0.508803961967193	76	17	0.20261671403582	0.78268272817555
g__OTU_595_pm5	Sample_classification	biofilm positive	0.653086588380666	0.522051863837572	76	20	0.215099779559466	0.78268272817555
g__OTU_5fi_h78	Sample_classification	biofilm positive	-0.21531668510714	0.163533436792981	76	8	0.19224976414207	0.78268272817555
