feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
g__OTU_851	Disease	IBS-C	-0.745745873105758	0.226040104662639	76	10	0.00151807062353628	0.0938912324417664
g__OTU_380	Disease	IBS	-1.02173577582998	0.31598230892106	76	16	0.00185652069291951	0.103679540235351
g__OTU_571	Archaea_final	yes	3.11522262385408	0.960622939780337	76	46	0.00180407399611588	0.103679540235351
g__OTU_54	Archaea_final	yes	1.71002341052526	0.533728860453059	76	22	0.00203124755884697	0.103726244857692
g__OTU_574	Archaea_final	yes	1.03484910040504	0.322125948735059	76	14	0.00197870694650521	0.103726244857692
g__OTU_658	Archaea_final	yes	2.10983779072718	0.662181059092758	76	21	0.00214310423259694	0.103726244857692
g__OTU_715	Disease	IBS-C	0.907054628247778	0.283864643949596	76	10	0.00208444920045905	0.103726244857692
g__OTU_426	Disease	IBS-C	-1.22170861937029	0.392636027264876	76	9	0.00268048137698196	0.123720039369367
g__OTU_616	Archaea_final	yes	1.08012792308651	0.348087577051562	76	20	0.00274924898478448	0.123720039369367
g__OTU_696	Disease	IBS	-1.53656574442149	0.496394352290083	76	31	0.00281181907657652	0.123720039369367
g__OTU_324	Archaea_final	yes	0.849497593440924	0.276747973407611	76	19	0.00303558060649688	0.129637148253926
g__OTU_22	Archaea_final	yes	2.38308821923662	0.787139153466424	76	19	0.00343466640526863	0.130331630203724
g__OTU_285	Archaea_final	yes	2.17694622022406	0.718061202564445	76	17	0.00339301278339791	0.130331630203724
g__OTU_369	Archaea_final	yes	1.28318745073633	0.426186731127548	76	17	0.00360605207838663	0.130331630203724
g__OTU_4	Disease	IBS-C	3.11567999113106	1.02211498489479	76	50	0.00323208309120174	0.130331630203724
g__OTU_401	Disease	IBS-C	-4.25209421119638	1.40978408162883	76	44	0.00355099934044369	0.130331630203724
g__OTU_450	Disease	IBS-C	-3.40349239519796	1.13303425967617	76	33	0.00368016311181313	0.130331630203724
g__OTU_766	Archaea_final	yes	1.10150001288778	0.360729174412044	76	9	0.00318240236957207	0.130331630203724
g__OTU_1070	Disease	IBS-C	-1.60863839384383	0.549665345371727	76	11	0.0046004452835058	0.155196311097332
g__OTU_268	Disease	IBS	-2.95695174465169	1.02291518872397	76	65	0.00509608334927836	0.155196311097332
g__OTU_372	Archaea_final	yes	2.05488844050136	0.706554535178059	76	56	0.00484685475023168	0.155196311097332
g__OTU_381	Archaea_final	yes	1.39851712887849	0.484193367831886	76	30	0.00513045656520105	0.155196311097332
g__OTU_537	Disease	IBS-C	2.63578284920454	0.908819364435464	76	73	0.0049599767275929	0.155196311097332
g__OTU_541	Disease	IBS-C	-2.01586783652996	0.69160393235508	76	11	0.00475843787213753	0.155196311097332
g__OTU_789	Archaea_final	yes	0.622442838011194	0.215245534668384	76	9	0.00508061147515342	0.155196311097332
g__OTU_397	Archaea_final	yes	1.85265547392256	0.64686176432081	76	25	0.0054956738224698	0.162851395718901
g__OTU_1	Disease	IBS	-3.66683219688411	1.31666284967314	76	63	0.00685867427997179	0.19094808008146
g__OTU_13	Archaea_final	yes	2.80259959350718	1.00362755313785	76	33	0.00671679618617397	0.19094808008146
g__OTU_377	Disease	IBS	-0.982099924533718	0.35114380278416	76	8	0.00663528694881548	0.19094808008146
g__OTU_855	Disease	IBS-C	-2.44818032580331	0.880911363748414	76	23	0.00696986793685769	0.19094808008146
g__OTU_32	Disease	IBS-C	-1.74510826420899	0.629893378572339	76	24	0.00713905767337959	0.191961328550873
g__OTU_426	Disease	IBS	-0.959062965031548	0.349942445014121	76	9	0.00775130946761075	0.19837486978039
g__OTU_598	Disease	IBS-C	-1.89241366847217	0.690929955516409	76	8	0.0077874432351806	0.19837486978039
g__OTU_741	Disease	IBS	-1.47159700942954	0.536154426384063	76	30	0.00766455943714247	0.19837486978039
g__OTU_1070	Disease	IBS	-1.33143582096121	0.489897058705598	76	11	0.00825188083783989	0.20308018604311
g__OTU_804	Archaea_final	yes	0.903643701176238	0.332169051192296	76	17	0.00819241788505911	0.20308018604311
g__OTU_88	Archaea_final	yes	1.61609965285166	0.597145541720216	76	29	0.00851286391812875	0.206011306818716
g__OTU_1265	Sample_classification	biofilm positive	-0.415269788195146	0.156234843616324	76	8	0.00970530163868904	0.219248288276125
g__OTU_397	Disease	IBS-C	-2.39115431802535	0.893979617295288	76	25	0.00927644489653424	0.219248288276125
g__OTU_498	Archaea_final	yes	2.0706745372038	0.784742956332079	76	22	0.0102224119898229	0.219248288276125
g__OTU_552	Disease	IBS-C	1.96537187684941	0.742389017750603	76	72	0.00998663793845943	0.219248288276125
g__OTU_581	Archaea_final	yes	0.748435762611107	0.280843115840569	76	20	0.00952450392775248	0.219248288276125
g__OTU_700	Archaea_final	yes	0.76796599447276	0.289974906682511	76	19	0.009959131069544	0.219248288276125
g__OTU_704	Disease	IBS	-1.18612162481297	0.447856281716717	76	9	0.00995766547244893	0.219248288276125
g__OTU_9	Disease	IBS-C	1.9160995544496	0.726617658619841	76	76	0.0102678261727111	0.219248288276125
g__OTU_590	Disease	IBS	-1.23620000518472	0.470156176477199	76	10	0.0104809294402498	0.220555210829606
g__OTU_390	Archaea_final	yes	1.01215245286748	0.388754545031984	76	17	0.011226130468285	0.232862020570712
g__OTU_598	Disease	IBS	-1.59875424382444	0.615801152154077	76	8	0.0114476470821829	0.234112444553938
g__OTU_327	Archaea_final	yes	1.12128412113367	0.432944914993197	76	20	0.0116409898529984	0.234759962035468
g__OTU_590	Sample_classification	biofilm positive	0.988595589829287	0.383477020798739	76	10	0.0120138783323884	0.238960977241479
g__OTU_815	Disease	IBS-C	-2.77546899317706	1.08517430419863	76	22	0.0126755712773233	0.248715263441533
g__OTU_294	Archaea_final	yes	1.83396804718257	0.724526524173927	76	65	0.0135814632368574	0.257547423629009
g__OTU_531	Disease	IBS-C	3.43717949461957	1.35625654469599	76	59	0.0134737600007222	0.257547423629009
g__OTU_9	Disease	IBS	1.63787625339198	0.647608325245017	76	76	0.0136578179197202	0.257547423629009
g__OTU_427	Disease	IBS-C	-1.08847683652792	0.431742127926822	76	17	0.0139450913941225	0.259593239798281
g__OTU_248	Archaea_final	yes	0.476416431929633	0.193319480347077	76	8	0.0161467221072221	0.260514519509584
g__OTU_389	Archaea_final	yes	1.14299931369992	0.454850378303269	76	19	0.0142461698048143	0.260514519509584
g__OTU_476	Disease	IBS-C	-2.80961190504562	1.12897357735817	76	27	0.015170225388095	0.260514519509584
g__OTU_488	Sample_classification	biofilm positive	-1.61138684391314	0.65305889236457	76	18	0.0160210323497102	0.260514519509584
g__OTU_488	Archaea_final	yes	1.62796765476583	0.650028708152287	76	18	0.014562270690994	0.260514519509584
g__OTU_532	Archaea_final	yes	2.21314858292635	0.895876284489017	76	61	0.0159010138961329	0.260514519509584
g__OTU_541	Disease	IBS	-1.53134733893125	0.616401843599664	76	11	0.0153398459981052	0.260514519509584
g__OTU_544	Sample_classification	biofilm positive	-1.68920127896058	0.675944596682719	76	59	0.0147685931956205	0.260514519509584
g__OTU_563	Archaea_final	yes	1.80225008856621	0.730245191203337	76	51	0.0159979390696945	0.260514519509584
g__OTU_647	Disease	IBS-C	1.12196507775595	0.450016717138699	76	15	0.0149941362595591	0.260514519509584
g__OTU_694	Disease	IBS-C	-1.26001009071148	0.511289201687901	76	14	0.0161475941844784	0.260514519509584
g__OTU_827	Archaea_final	yes	0.734391763438267	0.292604086191492	76	9	0.0143599931485128	0.260514519509584
g__OTU_135	Disease	IBS-C	2.34556331156943	0.968871410329837	76	15	0.0180400833612626	0.265955233215825
g__OTU_341	Disease	IBS-C	1.75041881421412	0.722325373122299	76	58	0.0179311692530835	0.265955233215825
g__OTU_344	Archaea_final	yes	-1.58935608423436	0.651081221547596	76	22	0.0171378756670957	0.265955233215825
g__OTU_354	Disease	IBS	-0.797245013815732	0.329591287322856	76	10	0.0181333113556244	0.265955233215825
g__OTU_452	Disease	IBS	-2.07619354691548	0.857979862636694	76	48	0.018088649225522	0.265955233215825
g__OTU_555	Disease	IBS-C	1.66660152523664	0.681230974932463	76	30	0.0169054201791097	0.265955233215825
g__OTU_556	Disease	IBS	1.76825152037087	0.729376923765163	76	52	0.0178847774699416	0.265955233215825
g__OTU_623	Disease	IBS	-0.847101373221674	0.346457632168244	76	22	0.016966800335808	0.265955233215825
g__OTU_906	Archaea_final	yes	2.03301837622958	0.833950351098311	76	26	0.0172819609850101	0.265955233215825
g__OTU_622	Disease	IBS-C	-0.807364164718073	0.334381472047923	76	11	0.0183360338468647	0.266239211456476
g__OTU_181	Archaea_final	yes	2.14677913732416	0.893837909210827	76	33	0.0189362094060983	0.269562510369165
g__OTU_688	Archaea_final	yes	1.42115812498494	0.59076201532693	76	22	0.0187516218869919	0.269562510369165
g__OTU_440	Disease	IBS	-2.29912628498595	0.962651200196118	76	60	0.0195873702369578	0.276124869748182
g__OTU_394	Disease	IBS	-0.953978636374884	0.401999367467909	76	17	0.020350724050791	0.280411486035217
g__OTU_427	Disease	IBS	-0.911392030147879	0.384796313559857	76	17	0.0205852051126267	0.280411486035217
g__OTU_610	Archaea_final	yes	-1.15418826730078	0.487621069590362	76	52	0.0206639318221544	0.280411486035217
g__OTU_912	Archaea_final	yes	1.50402193598531	0.6330724688881	76	24	0.0202153716070844	0.280411486035217
g__OTU_416	Disease	IBS	-1.17112809580241	0.49574173210955	76	29	0.0209027989522751	0.281026519247254
g__OTU_25	Archaea_final	yes	1.75949477733799	0.754669215033616	76	65	0.0225709774066266	0.284321050490954
g__OTU_384	Disease	IBS-C	-1.52845282709198	0.653961837127401	76	60	0.0222522937701218	0.284321050490954
g__OTU_385	Disease	IBS-C	-1.50094442339102	0.637899259570889	76	24	0.0213997214915996	0.284321050490954
g__OTU_419	Disease	IBS	-1.03906353356149	0.445583044872491	76	19	0.0225463713455358	0.284321050490954
g__OTU_435	Disease	IBS-C	-0.909542301497634	0.389873923363876	76	10	0.0224909146657779	0.284321050490954
g__OTU_472	Archaea_final	yes	1.344125290878	0.578007752043621	76	57	0.0229101672916265	0.284321050490954
g__OTU_623	Archaea_final	yes	0.658465570219941	0.281272660969927	76	22	0.02204348441794	0.284321050490954
g__OTU_818	Archaea_final	yes	0.670954259992141	0.288284616016092	76	13	0.022799640561888	0.284321050490954
g__OTU_912	Disease	IBS	-1.81501120526839	0.779787085618414	76	24	0.0227900310377162	0.284321050490954
g__OTU_548	Disease	IBS	1.02768383286646	0.443362462426106	76	11	0.0233389116552784	0.28718728579207
g__OTU_481	Disease	IBS	-0.724476195493284	0.314463968263952	76	8	0.0241619399999388	0.292359473999259
g__OTU_720	Disease	IBS-C	-1.1096619343355	0.481559341454288	76	22	0.0241343672894155	0.292359473999259
g__OTU_836	Archaea_final	yes	0.37588694344229	0.163961369903695	76	9	0.0248413079502275	0.29809569540273
g__OTU_480	Disease	IBS	-1.46637644681696	0.641920602376648	76	8	0.0253428064972301	0.299537475166622
g__OTU_539	Archaea_final	yes	0.486644837066501	0.213294897230996	76	10	0.0255165589718353	0.299537475166622
g__OTU_795	Sample_classification	biofilm positive	-0.501471367508028	0.219891936837792	76	10	0.0255803353448079	0.299537475166622
g__OTU_101	Disease	IBS-C	1.17400328169088	0.519830661928799	76	14	0.0269926556246495	0.301620498867067
g__OTU_280	Archaea_final	yes	0.853343075550881	0.377728881729826	76	17	0.0269463918234091	0.301620498867067
g__OTU_388	Archaea_final	yes	1.42777062264812	0.632246007044976	76	20	0.0270045901189522	0.301620498867067
g__OTU_415	Archaea_final	yes	1.10587574801883	0.489668272450145	76	31	0.0269936932134029	0.301620498867067
g__OTU_855	Archaea_final	yes	1.44095480637697	0.637405895996319	76	23	0.0268476939980052	0.301620498867067
g__OTU_892	Disease	IBS-C	-1.75134997008611	0.771811937000107	76	8	0.0263001102425411	0.301620498867067
g__OTU_440	Disease	IBS-C	-2.43160915847087	1.0800963080415	76	60	0.0274637055053973	0.302017767802116
g__OTU_481	Archaea_final	yes	0.574485925503657	0.255298509601925	76	8	0.027532699962544	0.302017767802116
g__OTU_530	Disease	IBS-C	0.973623656881265	0.433052401805848	76	12	0.0276641619267779	0.302017767802116
g__OTU_370	Archaea_final	yes	1.11219658442881	0.497446623583391	76	21	0.0285090705065324	0.306630891670259
g__OTU_494	Archaea_final	yes	1.06142900905627	0.474479546710637	76	10	0.0284249025578502	0.306630891670259
g__OTU_342	Archaea_final	yes	0.798905475381441	0.357882218961629	76	11	0.0287500361603306	0.306948915476471
g__OTU_481	Disease	IBS-C	-0.786028550032453	0.352829115119556	76	8	0.0290645513844535	0.307906911856061
g__OTU_740	Disease	IBS	-0.605572503472673	0.272174485975547	76	16	0.0292638800524355	0.307906911856061
g__OTU_509	Disease	IBS-C	-1.249154738896	0.564572791058646	76	23	0.030144693557153	0.313973774442133
g__OTU_541	Archaea_final	yes	1.10634087019371	0.500427673337709	76	11	0.0302729534586078	0.313973774442133
g__OTU_443	Disease	IBS	-0.750052982748265	0.340567790134651	76	15	0.0308884908199264	0.316510439667538
g__OTU_552	Disease	IBS	1.45664080899714	0.661664773436644	76	72	0.030953500298065	0.316510439667538
g__OTU_333	Disease	IBS-C	-1.40577704404163	0.641784148577509	76	27	0.031779036873173	0.322679451327602
g__OTU_135	Archaea_final	yes	1.53243901031464	0.701051632230824	76	15	0.0321208934525519	0.32375639452018
g__OTU_739	Archaea_final	yes	0.619642998928322	0.283827760655906	76	20	0.0323310449073182	0.32375639452018
g__OTU_320	Archaea_final	yes	-1.18976636714012	0.547180173657215	76	57	0.0330123567255388	0.328314670996455
g__OTU_622	Disease	IBS	-0.647050930202776	0.298022243936704	76	11	0.0332637818486728	0.328564702341993
g__OTU_261	Archaea_final	yes	1.98447033916639	0.916902925173515	76	27	0.0338044496886559	0.331236438314786
g__OTU_622	Sample_classification	biofilm positive	-0.525532521119439	0.243078125853665	76	11	0.0339905160529636	0.331236438314786
g__OTU_520	Archaea_final	yes	1.07242485134066	0.499520759703847	76	51	0.0352174154358874	0.34090458141939
g__OTU_766	Disease	IBS	-0.95260143635517	0.444328201645465	76	9	0.0354654608995488	0.341032114080429
g__OTU_135	Disease	IBS	1.83364700335641	0.863520427804189	76	15	0.0372017951997952	0.344057367070717
g__OTU_242	Disease	IBS-C	-1.31553156478429	0.61786442009033	76	8	0.0367104427762108	0.344057367070717
g__OTU_317	Sample_classification	biofilm positive	-1.85303733071719	0.869187075668853	76	56	0.0364746213742837	0.344057367070717
g__OTU_322	Disease	IBS-C	1.62199783132683	0.762782452550696	76	67	0.0369454630017907	0.344057367070717
g__OTU_341	Sample_classification	biofilm positive	1.11631762685829	0.525093381758763	76	58	0.0369869470680662	0.344057367070717
g__OTU_626	Disease	IBS-C	0.734071836805266	0.3434670737872	76	13	0.0360238935353038	0.344057367070717
g__OTU_261	Disease	IBS	2.39298878333588	1.12939528245768	76	27	0.0376050398772158	0.345585556339983
g__OTU_433	Disease	IBS-C	-1.49021324526737	0.711457377665977	76	38	0.0397768364705227	0.363245072674208
g__OTU_603	Disease	IBS-C	-0.930911001747675	0.446725356233876	76	14	0.0407734506952457	0.370019065059355
g__OTU_509	Sample_classification	biofilm positive	-0.853017257748457	0.410415371156807	76	23	0.0412857378273242	0.372340939908539
g__OTU_6	Sample_classification	biofilm positive	-1.45695648014596	0.703575632320954	76	71	0.0420153731304184	0.376582233243009
g__OTU_158	Disease	IBS	-1.17395589904304	0.568189708681321	76	25	0.042465643929363	0.37692189613668
g__OTU_624	Archaea_final	yes	0.573674182899723	0.277803504499002	76	22	0.0425724455691567	0.37692189613668
g__OTU_78	Archaea_final	yes	1.92969354401793	0.938496727122687	76	51	0.0434450484017868	0.382316425935724
g__OTU_348	Disease	IBS	-0.81391307367519	0.400991468950706	76	25	0.0461305407011271	0.398866269095539
g__OTU_376	Disease	IBS	-0.868597416763365	0.427707410995045	76	20	0.0460189991504159	0.398866269095539
g__OTU_427	Archaea_final	yes	0.63239703840793	0.312398033690423	76	17	0.0466992188334997	0.398866269095539
g__OTU_547	Disease	IBS	1.06179873419381	0.52406569769028	76	27	0.0465151376387741	0.398866269095539
g__OTU_696	Disease	IBS-C	-1.12950036771035	0.556955319987076	76	31	0.0463145925775074	0.398866269095539
g__OTU_322	Disease	IBS	1.37291989485197	0.679840712323082	76	67	0.0472140036469917	0.400469785393269
g__OTU_780	Disease	IBS-C	-2.18186838680425	1.08154215769539	76	22	0.0474385696195883	0.400469785393269
g__OTU_827	Sample_classification	biofilm positive	-0.592022923839672	0.293968094075001	76	9	0.0478103090324394	0.40127496367111
g__OTU_1	Disease	IBS-C	-2.96696467202855	1.47729798973671	76	63	0.0484085559389396	0.401999010390739
g__OTU_365	Archaea_final	yes	0.636265635960153	0.317267997495994	76	13	0.0487271527746351	0.401999010390739
g__OTU_617	Sample_classification	biofilm positive	-1.03170511465426	0.514212526857155	76	23	0.0486258295893967	0.401999010390739
g__OTU_299	Sample_classification	biofilm positive	-0.514069852591626	0.257092334412703	76	12	0.0493760027595673	0.40395300899046
g__OTU_320	Disease	IBS	-1.33795706384336	0.673989241190263	76	57	0.0509937956513068	0.40395300899046
g__OTU_408	Disease	IBS-C	1.19881614921289	0.601429489455986	76	51	0.0500744578263909	0.40395300899046
g__OTU_426	Archaea_final	yes	0.565478133769008	0.28410181666209	76	9	0.0503968490927754	0.40395300899046
g__OTU_473	Disease	IBS	-1.22650416613394	0.6178766960683	76	20	0.0510052332327121	0.40395300899046
g__OTU_523	Disease	IBS-C	1.76119951212139	0.881675547530375	76	37	0.0495969953355199	0.40395300899046
g__OTU_536	Disease	IBS	1.68944095968744	0.851785197663742	76	47	0.0511896375029233	0.40395300899046
g__OTU_567	Disease	IBS-C	1.47528163314951	0.740849576358633	76	57	0.050292122552856	0.40395300899046
g__OTU_431	Disease	IBS-C	-0.994354763537241	0.502233889882454	76	29	0.0515958409830922	0.404950737518723
g__OTU_494	Sample_classification	biofilm positive	-0.942633059243718	0.476691388146964	76	10	0.0518738548061174	0.404950737518723
g__OTU_770	Disease	IBS	-0.934693776407753	0.474502682252157	76	16	0.0527585065098071	0.409654285840855
g__OTU_1265	Archaea_final	yes	0.304931703083946	0.155509916106616	76	8	0.0538198521467264	0.412232968782133
g__OTU_21	Archaea_final	yes	1.89923061025463	0.970751670712717	76	67	0.0543456456821672	0.412232968782133
g__OTU_248	Disease	IBS	-0.464479339194268	0.238121291923942	76	8	0.0550524450786216	0.412232968782133
g__OTU_395	Archaea_final	yes	1.0736787328471	0.550888821804056	76	24	0.0552477521935956	0.412232968782133
g__OTU_416	Disease	IBS-C	-1.08355438733018	0.556223079018173	76	29	0.0553618656422286	0.412232968782133
g__OTU_46	Archaea_final	yes	0.513008283453121	0.262537129846048	76	13	0.0546360201624022	0.412232968782133
g__OTU_460	Disease	IBS-C	-1.10548334523473	0.565785419565342	76	27	0.0546540362443937	0.412232968782133
g__OTU_761	Sample_classification	biofilm positive	-0.713420875266426	0.364682788473174	76	19	0.0543667494405271	0.412232968782133
g__OTU_358	Sample_classification	biofilm positive	0.781935433079477	0.402048838791441	76	20	0.0557510033579631	0.413012535080421
g__OTU_281	Sample_classification	biofilm positive	-1.30887827708439	0.676612490926613	76	40	0.0570421174253544	0.419273425209089
g__OTU_777	Disease	IBS-C	-0.723041949048543	0.373972848382372	76	16	0.0571736488921486	0.419273425209089
g__OTU_371	Archaea_final	yes	0.755527918047312	0.391767060234154	76	15	0.0577900890260093	0.420550173837531
g__OTU_49	Sample_classification	biofilm positive	0.660420527843119	0.34264272680567	76	13	0.0579270211897425	0.420550173837531
g__OTU_66	Disease	IBS-C	-1.30261633282139	0.676686160879604	76	31	0.0582368753244554	0.420696233687111
g__OTU_574	Disease	IBS-C	0.855727058994589	0.445186357047114	76	14	0.0585964460034181	0.42119821582655
g__OTU_23	Disease	IBS-C	2.6199544235495	1.36617740500521	76	54	0.0591685786043376	0.423215645977824
g__OTU_374	Archaea_final	yes	0.766290058418767	0.401416246425923	76	9	0.06030848950396	0.42925454293995
g__OTU_590	Archaea_final	yes	0.726289838140218	0.381697692735399	76	10	0.0611235471282834	0.432158064893557
g__OTU_627	Archaea_final	yes	1.01877669587388	0.53582770340351	76	31	0.0613193996747754	0.432158064893557
g__OTU_885	Archaea_final	yes	1.48535171434962	0.782118431233562	76	18	0.0616093109042467	0.432158064893557
g__OTU_589	Disease	IBS-C	-1.48990171898201	0.7868677297706	76	44	0.0623719662906656	0.43332102896673
g__OTU_720	Archaea_final	yes	-0.660458209908919	0.348444549754647	76	22	0.0621041203979229	0.43332102896673
g__OTU_464	Disease	IBS-C	-1.31788058614926	0.69787069286541	76	13	0.063053692721765	0.435971246819061
g__OTU_616	Disease	IBS-C	-0.90585257908842	0.481065995985301	76	20	0.0637955837042818	0.439010367481598
g__OTU_214	Archaea_final	yes	0.743594441705397	0.39541800290503	76	9	0.0641379860952844	0.439284697218646
g__OTU_574	Sample_classification	biofilm positive	0.607098817682122	0.323627576204711	76	14	0.0647776040592745	0.44023936625009
g__OTU_789	Sample_classification	biofilm positive	-0.405500631712916	0.216248926692054	76	9	0.0648837633453989	0.44023936625009
g__OTU_1155	Sample_classification	biofilm positive	-1.2122419700052	0.652164898645829	76	13	0.0672006401560173	0.4420121411809
g__OTU_13	Disease	IBS	2.26698811960845	1.236218352825	76	33	0.0708733385917413	0.4420121411809
g__OTU_159	Sample_classification	biofilm positive	-0.444348719244382	0.242990108570969	76	15	0.0716491193268336	0.4420121411809
g__OTU_168	Sample_classification	biofilm positive	1.06550005218563	0.582308539179497	76	31	0.0714800298446141	0.4420121411809
g__OTU_274	Disease	IBS-C	-2.10849820163983	1.15255405972993	76	57	0.0715364056684863	0.4420121411809
g__OTU_367	Archaea_final	yes	0.923767683675007	0.503519842740408	76	26	0.0707514917427799	0.4420121411809
g__OTU_376	Disease	IBS-C	-0.882417642474397	0.479888453308553	76	20	0.070126980438306	0.4420121411809
g__OTU_480	Disease	IBS-C	-1.34076583906739	0.720236023745198	76	8	0.0668038473670076	0.4420121411809
g__OTU_519	Disease	IBS-C	-0.916304565924394	0.501402785282597	76	18	0.0718294707877785	0.4420121411809
g__OTU_539	Sample_classification	biofilm positive	-0.389887033386631	0.21428919613202	76	10	0.0730598580464298	0.4420121411809
g__OTU_565	Disease	IBS-C	2.04781933585437	1.09450089524855	76	65	0.0654649140873163	0.4420121411809
g__OTU_575	Disease	IBS	-1.05935785776037	0.568265397285908	76	21	0.0664284872123535	0.4420121411809
g__OTU_591	Disease	IBS-C	0.896892625671776	0.491718934217554	76	17	0.072361114647744	0.4420121411809
g__OTU_617	Disease	IBS	-1.15414781043037	0.630442457856484	76	23	0.0713425813262041	0.4420121411809
g__OTU_628	Archaea_final	yes	0.782911139306219	0.430278787909484	76	19	0.0730443476747051	0.4420121411809
g__OTU_647	Sample_classification	biofilm positive	-0.596039112469729	0.327138999463511	76	15	0.072670455111146	0.4420121411809
g__OTU_663	Disease	IBS-C	-1.87807028230891	1.01080561031975	76	11	0.0673161542347649	0.4420121411809
g__OTU_70	Disease	IBS-C	-0.632553662540586	0.345555325855316	76	17	0.0713656387112861	0.4420121411809
g__OTU_704	Disease	IBS-C	-0.920775319582924	0.502495521032823	76	9	0.0710845597938831	0.4420121411809
g__OTU_717	Disease	IBS-C	-0.446035319217641	0.244150669666275	76	8	0.0719201698560565	0.4420121411809
g__OTU_739	Disease	IBS	-0.646466166941386	0.349604876497307	76	20	0.0686014804698206	0.4420121411809
g__OTU_770	Disease	IBS-C	-0.978422440595212	0.532392828422104	76	16	0.0702782266863527	0.4420121411809
g__OTU_777	Archaea_final	yes	-0.493656854627929	0.27059759734186	76	16	0.0723112152647977	0.4420121411809
g__OTU_815	Sample_classification	biofilm positive	-1.45848935055274	0.788865885641389	76	22	0.0686439701255652	0.4420121411809
g__OTU_853	Archaea_final	yes	0.443514442176872	0.241784314576733	76	8	0.0707936745864917	0.4420121411809
g__OTU_875	Archaea_final	yes	0.562523405617197	0.302422624082621	76	11	0.067019680351228	0.4420121411809
g__OTU_492	Disease	IBS	-1.7336350616006	0.960227164798919	76	21	0.0752447841025711	0.453342018742462
g__OTU_467	Archaea_final	yes	0.370362160075391	0.205625517590058	76	10	0.0759256901134856	0.455554140680914
g__OTU_419	Disease	IBS-C	-0.897369861143135	0.499944945370265	76	19	0.0769197746897205	0.455867399385609
g__OTU_509	Disease	IBS	-0.904394323574221	0.503183531750202	76	23	0.0765332031483929	0.455867399385609
g__OTU_836	Disease	IBS-C	0.406744168436011	0.226598835798589	76	9	0.0769102229085501	0.455867399385609
g__OTU_126	Archaea_final	yes	1.21554586544354	0.678528954256505	76	15	0.0774837780387277	0.457343275252978
g__OTU_399	Disease	IBS-C	1.05932132241245	0.594149699355348	76	14	0.0788738135779503	0.463004643441855
g__OTU_800	Archaea_final	yes	-0.58626966062421	0.32905770178614	76	9	0.0790806829019146	0.463004643441855
g__OTU_238	Disease	IBS	-1.71665393340788	0.968139599231046	76	68	0.0804931154346654	0.463793665123548
g__OTU_3	Sample_classification	biofilm positive	1.31659272600457	0.741046272771405	76	60	0.0799066782166655	0.463793665123548
g__OTU_435	Disease	IBS	-0.616412044267453	0.347480680618143	76	10	0.0803596777827481	0.463793665123548
